date_mutation,valeur_fonciere,code_postal,type_local,surface_m2,nb_pieces,surface_terrain,arrondissement,prix_m2
19/06/2024,254807.0,75012,Appartement,28.0,1.0,,12,9100.0
02/07/2024,225000.0,75015,Appartement,24.0,1.0,,15,9375.0
09/07/2024,295000.0,75013,Appartement,34.0,1.0,,13,8676.0
03/07/2024,208200.0,75005,Appartement,20.0,1.0,,5,10410.0
11/07/2024,269200.0,75005,Appartement,20.0,1.0,,5,13460.0
09/07/2024,469920.0,75014,Appartement,47.0,2.0,,14,9998.0
24/06/2024,715300.0,75012,Appartement,61.0,3.0,,12,11726.0
31/05/2024,95000.0,75011,Appartement,10.0,1.0,,11,9500.0
16/07/2024,319656.0,75014,Appartement,36.0,3.0,,14,8879.0
02/07/2024,315000.0,75014,Appartement,35.0,2.0,,14,9000.0
25/06/2024,4044700.0,75016,Appartement,234.0,7.0,,16,17285.0
15/07/2024,54000.0,75015,Appartement,31.0,1.0,,15,1742.0
04/07/2024,1005140.0,75006,Appartement,57.0,3.0,,6,17634.0
27/06/2024,312000.0,75016,Appartement,25.0,1.0,,16,12480.0
05/07/2024,190000.0,75014,Appartement,22.0,1.0,,14,8636.0
01/07/2024,500000.0,75014,Appartement,51.0,2.0,,14,9804.0
04/07/2024,85000.0,75014,Appartement,10.0,1.0,,14,8500.0
26/06/2024,536650.0,75014,Appartement,63.0,3.0,,14,8518.0
16/07/2024,175000.0,75012,Appartement,26.0,1.0,,12,6731.0
10/07/2024,294000.0,75016,Local industriel. commercial ou assimilé,29.0,0.0,,16,10138.0
18/06/2024,740000.0,75015,Appartement,91.0,5.0,,15,8132.0
24/06/2024,1309930.0,75013,Appartement,94.0,4.0,,13,13935.0
08/07/2024,345000.0,75016,Appartement,11.0,1.0,,16,31364.0
28/06/2024,1062900.0,75005,Appartement,60.0,4.0,,5,17715.0
04/07/2024,620000.0,75015,Appartement,80.0,3.0,,15,7750.0
15/07/2024,380952.0,75013,Appartement,44.0,2.0,,13,8658.0
04/07/2024,1157800.0,75016,Appartement,119.0,5.0,,16,9729.0
09/07/2024,872000.0,75011,Appartement,89.0,5.0,,11,9798.0
16/07/2024,374000.0,75007,Appartement,30.0,1.0,,7,12467.0
04/07/2024,760000.0,75015,Appartement,87.0,4.0,,15,8736.0
10/07/2024,710000.0,75012,Appartement,62.0,3.0,,12,11452.0
04/07/2024,153900.0,75015,Appartement,13.0,1.0,,15,11838.0
27/06/2024,2405300.0,75016,Appartement,154.0,6.0,,16,15619.0
15/07/2024,635000.0,75016,Appartement,42.0,1.0,,16,15119.0
25/06/2024,140000.0,75013,Appartement,15.0,1.0,,13,9333.0
16/07/2024,469000.0,75014,Appartement,50.0,2.0,,14,9380.0
15/07/2024,730000.0,75007,Local industriel. commercial ou assimilé,59.0,0.0,,7,12373.0
15/07/2024,1270000.0,75012,Appartement,113.0,3.0,,12,11239.0
28/06/2024,640000.0,75015,Appartement,36.0,3.0,,15,17778.0
12/07/2024,315900.0,75016,Appartement,28.0,2.0,,16,11282.0
10/07/2024,460000.0,75007,Appartement,70.0,4.0,,7,6571.0
28/06/2024,2700000.0,75013,Local industriel. commercial ou assimilé,62.0,0.0,131.0,13,43548.0
11/07/2024,276880.0,75005,Appartement,72.0,3.0,,5,3846.0
10/07/2024,560000.0,75011,Appartement,60.0,3.0,,11,9333.0
02/07/2024,420000.0,75011,Appartement,29.0,2.0,,11,14483.0
02/07/2024,420000.0,75011,Local industriel. commercial ou assimilé,42.0,0.0,,11,10000.0
02/07/2024,420000.0,75011,Local industriel. commercial ou assimilé,17.0,0.0,,11,24706.0
09/07/2024,242000.0,75011,Appartement,24.0,1.0,,11,10083.0
15/07/2024,370200.0,75013,Appartement,43.0,2.0,,13,8609.0
17/07/2024,670000.0,75012,Appartement,90.0,4.0,,12,7444.0
16/07/2024,76800.0,75006,Appartement,19.0,1.0,,6,4042.0
25/06/2024,760400.0,75011,Appartement,77.0,3.0,,11,9875.0
25/06/2024,160003.0,75012,Appartement,27.0,2.0,,12,5926.0
01/07/2024,546200.0,75015,Appartement,67.0,3.0,,15,8152.0
15/07/2024,599000.0,75013,Appartement,91.0,4.0,,13,6582.0
15/07/2024,736000.0,75005,Appartement,59.0,3.0,,5,12475.0
05/07/2024,2880000.0,75016,Appartement,280.0,9.0,,16,10286.0
27/06/2024,525000.0,75015,Appartement,59.0,3.0,,15,8898.0
12/07/2024,1473500.0,75016,Appartement,130.0,6.0,,16,11335.0
12/07/2024,158000.0,75012,Appartement,16.0,1.0,,12,9875.0
17/07/2024,170000.0,75011,Appartement,22.0,2.0,,11,7727.0
12/07/2024,1368000.0,75006,Appartement,114.0,5.0,,6,12000.0
11/07/2024,1374045.0,75014,Appartement,110.0,4.0,,14,12491.0
11/07/2024,1374045.0,75014,Appartement,47.0,2.0,,14,29235.0
12/07/2024,200000.0,75013,Appartement,34.0,1.0,,13,5882.0
15/07/2024,910000.0,75011,Appartement,43.0,3.0,,11,21163.0
25/06/2024,295500.0,75016,Appartement,34.0,1.0,,16,8691.0
01/07/2024,457150.0,75007,Appartement,35.0,1.0,,7,13061.0
16/07/2024,3311750.0,75007,Appartement,180.0,7.0,,7,18399.0
11/07/2024,195000.0,75013,Appartement,24.0,1.0,,13,8125.0
08/07/2024,170000.0,75012,Appartement,17.0,1.0,,12,10000.0
12/07/2024,280000.0,75012,Appartement,30.0,2.0,,12,9333.0
01/07/2024,230000.0,75016,Appartement,23.0,1.0,,16,10000.0
17/07/2024,400000.0,75013,Appartement,30.0,2.0,,13,13333.0
24/06/2024,475000.0,75015,Appartement,50.0,3.0,,15,9500.0
24/06/2024,180000.0,75015,Appartement,22.0,1.0,,15,8182.0
03/07/2024,130000.0,75014,Appartement,16.0,1.0,,14,8125.0
02/07/2024,3430000.0,75016,Local industriel. commercial ou assimilé,321.0,0.0,,16,10685.0
03/07/2024,239000.0,75015,Appartement,25.0,1.0,,15,9560.0
04/07/2024,218000.0,75011,Appartement,20.0,1.0,,11,10900.0
05/07/2024,464900.0,75012,Appartement,41.0,2.0,,12,11339.0
17/07/2024,620000.0,75014,Appartement,60.0,3.0,,14,10333.0
27/06/2024,400000.0,75015,Appartement,34.0,1.0,,15,11765.0
09/07/2024,415000.0,75005,Appartement,30.0,2.0,,5,13833.0
12/07/2024,415000.0,75011,Appartement,36.0,2.0,,11,11528.0
16/07/2024,3070000.0,75006,Appartement,184.0,6.0,,6,16685.0
18/07/2024,470000.0,75006,Appartement,36.0,2.0,,6,13056.0
16/07/2024,158000.0,75015,Appartement,35.0,2.0,,15,4514.0
16/07/2024,790000.0,75016,Local industriel. commercial ou assimilé,73.0,0.0,,16,10822.0
02/07/2024,445000.0,75015,Appartement,42.0,2.0,,15,10595.0
12/07/2024,874000.0,75015,Appartement,114.0,5.0,,15,7667.0
12/07/2024,731780.0,75007,Appartement,51.0,2.0,,7,14349.0
17/07/2024,312200.0,75006,Appartement,23.0,1.0,,6,13574.0
21/06/2024,840000.0,75011,Appartement,80.0,4.0,,11,10500.0
26/06/2024,4130000.0,75016,Local industriel. commercial ou assimilé,370.0,0.0,,16,11162.0
11/07/2024,305500.0,75012,Appartement,28.0,2.0,,12,10911.0
12/07/2024,324000.0,75014,Appartement,36.0,3.0,,14,9000.0
17/07/2024,674850.0,75015,Appartement,55.0,3.0,,15,12270.0
08/07/2024,910000.0,75005,Appartement,81.0,3.0,,5,11235.0
02/07/2024,1290000.0,75013,Appartement,135.0,5.0,,13,9556.0
03/07/2024,200000.0,75006,Local industriel. commercial ou assimilé,40.0,0.0,,6,5000.0
27/06/2024,410000.0,75011,Appartement,41.0,2.0,,11,10000.0
04/07/2024,312000.0,75014,Appartement,37.0,1.0,,14,8432.0
11/07/2024,640000.0,75011,Appartement,79.0,4.0,,11,8101.0
11/07/2024,310000.0,75016,Appartement,30.0,1.0,,16,10333.0
15/07/2024,90000.0,75013,Appartement,42.0,2.0,,13,2143.0
02/07/2024,701100.0,75011,Appartement,80.0,3.0,,11,8764.0
02/07/2024,701100.0,75011,Local industriel. commercial ou assimilé,40.0,0.0,,11,17528.0
24/06/2024,273600.0,75007,Appartement,20.0,1.0,,7,13680.0
08/07/2024,1319700.0,75012,Appartement,144.0,7.0,,12,9165.0
08/07/2024,1700000.0,75016,Appartement,142.0,4.0,,16,11972.0
10/07/2024,200000.0,75016,Appartement,20.0,1.0,,16,10000.0
12/07/2024,1074500.0,75007,Appartement,68.0,2.0,,7,15801.0
01/07/2024,1960000.0,75016,Local industriel. commercial ou assimilé,221.0,0.0,,16,8869.0
03/07/2024,2025450.0,75006,Appartement,120.0,3.0,,6,16879.0
10/07/2024,300000.0,75012,Appartement,29.0,2.0,,12,10345.0
16/07/2024,690000.0,75005,Appartement,72.0,3.0,,5,9583.0
26/06/2024,1100000.0,75015,Local industriel. commercial ou assimilé,150.0,0.0,,15,7333.0
02/07/2024,151500.0,75011,Appartement,21.0,1.0,,11,7214.0
15/07/2024,369065.0,75015,Appartement,41.0,2.0,,15,9002.0
09/07/2024,273000.0,75013,Appartement,34.0,2.0,,13,8029.0
09/07/2024,910000.0,75011,Appartement,78.0,3.0,,11,11667.0
10/07/2024,170000.0,75012,Appartement,23.0,1.0,,12,7391.0
01/07/2024,1200000.0,75016,Appartement,70.0,2.0,,16,17143.0
01/07/2024,1200000.0,75016,Local industriel. commercial ou assimilé,55.0,0.0,,16,21818.0
11/07/2024,220000.0,75012,Appartement,26.0,2.0,,12,8462.0
03/07/2024,1255000.0,75016,Appartement,92.0,4.0,,16,13641.0
18/07/2024,1195000.0,75006,Appartement,88.0,4.0,,6,13580.0
05/07/2024,361000.0,75016,Appartement,42.0,2.0,,16,8595.0
16/07/2024,909091.0,75007,Appartement,70.0,3.0,,7,12987.0
16/07/2024,3221154.0,75007,Appartement,209.0,6.0,,7,15412.0
05/07/2024,183700.0,75015,Appartement,18.0,1.0,,15,10206.0
11/07/2024,433200.0,75016,Appartement,44.0,1.0,,16,9845.0
19/06/2024,366000.0,75015,Appartement,33.0,2.0,,15,11091.0
12/07/2024,1240000.0,75016,Appartement,142.0,3.0,,16,8732.0
20/06/2024,253000.0,75016,Appartement,25.0,1.0,,16,10120.0
18/07/2024,640000.0,75016,Appartement,70.0,3.0,,16,9143.0
26/06/2024,764000.0,75012,Appartement,85.0,1.0,,12,8988.0
05/07/2024,235000.0,75012,Appartement,27.0,2.0,,12,8704.0
10/07/2024,264000.0,75011,Appartement,39.0,2.0,,11,6769.0
04/07/2024,510000.0,75005,Appartement,40.0,3.0,,5,12750.0
11/07/2024,1784500.0,75011,Appartement,125.0,4.0,,11,14276.0
11/07/2024,2175650.0,75015,Appartement,190.0,8.0,,15,11451.0
24/06/2024,1220000.0,75016,Appartement,130.0,5.0,,16,9385.0
19/07/2024,175000.0,75014,Appartement,23.0,1.0,,14,7609.0
04/07/2024,1280000.0,75016,Appartement,100.0,3.0,,16,12800.0
18/07/2024,1050000.0,75014,Appartement,128.0,3.0,,14,8203.0
18/07/2024,680000.0,75011,Appartement,78.0,3.0,,11,8718.0
25/06/2024,420000.0,75007,Appartement,35.0,1.0,,7,12000.0
26/06/2024,615000.0,75007,Appartement,42.0,1.0,,7,14643.0
26/06/2024,615000.0,75007,Appartement,53.0,2.0,,7,11604.0
17/07/2024,1225000.0,75006,Appartement,94.0,3.0,,6,13032.0
15/07/2024,270000.0,75011,Appartement,29.0,2.0,,11,9310.0
15/07/2024,340000.0,75011,Appartement,35.0,1.0,,11,9714.0
27/06/2024,700000.0,75006,Appartement,47.0,3.0,,6,14894.0
28/06/2024,280000.0,75011,Appartement,25.0,1.0,,11,11200.0
04/07/2024,393000.0,75015,Appartement,55.0,3.0,,15,7145.0
05/07/2024,207600.0,75011,Appartement,26.0,2.0,,11,7985.0
15/07/2024,869630.0,75012,Appartement,85.0,3.0,,12,10231.0
17/07/2024,130000.0,75012,Appartement,15.0,1.0,,12,8667.0
26/06/2024,400000.0,75015,Appartement,49.0,2.0,,15,8163.0
09/07/2024,240000.0,75015,Appartement,27.0,2.0,,15,8889.0
10/07/2024,277755.0,75007,Appartement,19.0,1.0,,7,14619.0
18/07/2024,25000.0,75015,Local industriel. commercial ou assimilé,14.0,0.0,,15,1786.0
08/07/2024,1630000.0,75016,Appartement,188.0,8.0,,16,8670.0
03/07/2024,1443695.9,75012,Appartement,96.0,4.0,,12,15038.0
17/07/2024,658900.0,75007,Appartement,41.0,2.0,,7,16071.0
28/06/2024,850000.0,75015,Appartement,65.0,3.0,,15,13077.0
11/07/2024,534000.0,75015,Appartement,63.0,3.0,,15,8476.0
24/06/2024,412500.0,75014,Appartement,42.0,2.0,,14,9821.0
11/07/2024,350000.0,75013,Appartement,35.0,2.0,,13,10000.0
15/07/2024,402400.0,75006,Appartement,30.0,1.0,,6,13413.0
11/07/2024,505000.0,75015,Appartement,72.0,3.0,,15,7014.0
10/07/2024,730000.0,75012,Appartement,91.0,4.0,,12,8022.0
01/07/2024,535047.0,75005,Local industriel. commercial ou assimilé,52.0,0.0,,5,10289.0
10/07/2024,1200000.0,75015,Appartement,98.0,4.0,,15,12245.0
08/07/2024,1705500.0,75007,Appartement,143.0,4.0,,7,11927.0
17/07/2024,635879.0,75006,Appartement,45.0,3.0,,6,14131.0
16/07/2024,110000.0,75016,Appartement,25.0,1.0,,16,4400.0
04/07/2024,4000000.0,75012,Local industriel. commercial ou assimilé,707.0,0.0,412.0,12,5658.0
18/07/2024,312700.0,75015,Appartement,31.0,1.0,,15,10087.0
27/06/2024,555000.0,75012,Appartement,67.0,4.0,,12,8284.0
01/07/2024,438500.0,75007,Local industriel. commercial ou assimilé,27.0,0.0,,7,16241.0
01/07/2024,201255.0,75015,Local industriel. commercial ou assimilé,30.0,0.0,,15,6708.0
01/07/2024,207242.0,75015,Local industriel. commercial ou assimilé,22.0,0.0,,15,9420.0
24/06/2024,125000.0,75015,Appartement,21.0,1.0,,15,5952.0
01/07/2024,451534.0,75012,Local industriel. commercial ou assimilé,27.0,0.0,,12,16723.0
01/07/2024,451534.0,75012,Local industriel. commercial ou assimilé,30.0,0.0,,12,15051.0
08/07/2024,785000.0,75011,Appartement,85.0,2.0,,11,9235.0
01/07/2024,494118.0,75005,Local industriel. commercial ou assimilé,42.0,0.0,,5,11765.0
01/07/2024,205072.0,75012,Local industriel. commercial ou assimilé,31.0,0.0,,12,6615.0
15/07/2024,565000.0,75015,Appartement,57.0,3.0,,15,9912.0
11/07/2024,285000.0,75005,Appartement,22.0,1.0,,5,12955.0
10/07/2024,1570000.0,75016,Appartement,118.0,4.0,,16,13305.0
17/07/2024,1950000.0,75015,Local industriel. commercial ou assimilé,204.0,0.0,,15,9559.0
19/07/2024,1150000.0,75007,Appartement,63.0,2.0,,7,18254.0
17/07/2024,490000.0,75012,Appartement,27.0,2.0,,12,18148.0
19/07/2024,280000.0,75006,Appartement,30.0,2.0,,6,9333.0
16/07/2024,420000.0,75007,Appartement,31.0,2.0,,7,13548.0
12/07/2024,1100000.0,75011,Appartement,96.0,4.0,,11,11458.0
01/07/2024,800000.0,75011,Appartement,95.0,4.0,,11,8421.0
03/07/2024,1515800.0,75006,Appartement,87.0,4.0,,6,17423.0
12/07/2024,1060000.0,75011,Appartement,104.0,5.0,,11,10192.0
19/07/2024,240000.0,75011,Appartement,36.0,2.0,,11,6667.0
18/07/2024,505000.0,75006,Local industriel. commercial ou assimilé,35.0,0.0,,6,14429.0
28/06/2024,1100000.0,75015,Appartement,105.0,4.0,,15,10476.0
11/07/2024,499500.0,75012,Appartement,46.0,3.0,,12,10859.0
26/06/2024,310000.0,75012,Appartement,37.0,2.0,,12,8378.0
18/07/2024,2500000.0,75016,Appartement,278.0,7.0,,16,8993.0
19/07/2024,410000.0,75015,Appartement,41.0,2.0,,15,10000.0
18/07/2024,2500000.0,75016,Appartement,278.0,6.0,,16,8993.0
28/06/2024,661025.0,75007,Appartement,49.0,2.0,,7,13490.0
28/06/2024,1180000.0,75015,Appartement,100.0,5.0,,15,11800.0
15/07/2024,940000.0,75016,Appartement,69.0,1.0,,16,13623.0
26/06/2024,665000.0,75015,Appartement,62.0,2.0,,15,10726.0
26/06/2024,161030.0,75015,Appartement,18.0,1.0,,15,8946.0
12/07/2024,156000.0,75012,Appartement,18.0,1.0,,12,8667.0
09/07/2024,262000.0,75011,Appartement,28.0,2.0,,11,9357.0
16/07/2024,138000.0,75012,Appartement,17.0,1.0,,12,8118.0
12/07/2024,524050.0,75011,Appartement,51.0,3.0,,11,10275.0
27/06/2024,240000.0,75011,Appartement,30.0,2.0,,11,8000.0
02/07/2024,1103800.0,75016,Appartement,90.0,3.0,,16,12264.0
08/07/2024,235000.0,75011,Appartement,23.0,2.0,,11,10217.0
05/07/2024,575000.0,75016,Appartement,48.0,2.0,,16,11979.0
18/07/2024,3390000.0,75016,Appartement,278.0,6.0,,16,12194.0
18/07/2024,725000.0,75007,Local industriel. commercial ou assimilé,40.0,0.0,,7,18125.0
28/06/2024,2141400.0,75014,Appartement,137.0,5.0,,14,15631.0
09/07/2024,470000.0,75012,Appartement,35.0,2.0,,12,13429.0
09/07/2024,470000.0,75012,Appartement,29.0,1.0,,12,16207.0
16/07/2024,310000.0,75015,Appartement,40.0,2.0,,15,7750.0
01/07/2024,138000.0,75005,Appartement,12.0,1.0,,5,11500.0
19/07/2024,272000.0,75014,Appartement,35.0,2.0,,14,7771.0
18/07/2024,1420000.0,75012,Local industriel. commercial ou assimilé,185.0,0.0,,12,7676.0
16/07/2024,194300.0,75012,Appartement,27.0,1.0,,12,7196.0
27/06/2024,370000.0,75011,Appartement,33.0,1.0,,11,11212.0
18/07/2024,280000.0,75011,Appartement,32.0,1.0,,11,8750.0
09/07/2024,296000.0,75011,Appartement,28.0,1.0,,11,10571.0
17/07/2024,1180000.0,75007,Appartement,65.0,3.0,,7,18154.0
15/07/2024,430000.0,75011,Appartement,27.0,3.0,,11,15926.0
15/07/2024,430000.0,75011,Local industriel. commercial ou assimilé,58.0,0.0,,11,7414.0
05/07/2024,662900.0,75015,Appartement,55.0,3.0,,15,12053.0
27/06/2024,200000.0,75005,Appartement,23.0,1.0,,5,8696.0
27/06/2024,200000.0,75005,Appartement,22.0,2.0,,5,9091.0
27/06/2024,190000.0,75005,Appartement,23.0,1.0,,5,8261.0
27/06/2024,190000.0,75005,Appartement,22.0,2.0,,5,8636.0
01/07/2024,420594.0,75013,Appartement,40.0,2.0,,13,10515.0
17/07/2024,400000.0,75011,Appartement,38.0,2.0,,11,10526.0
10/07/2024,293000.0,75015,Appartement,31.0,1.0,,15,9452.0
11/07/2024,2683300.0,75005,Appartement,112.0,5.0,,5,23958.0
17/07/2024,275000.0,75014,Appartement,33.0,1.0,,14,8333.0
01/07/2024,692000.0,75016,Appartement,71.0,3.0,,16,9746.0
10/07/2024,710000.0,75006,Appartement,186.0,5.0,,6,3817.0
26/06/2024,500000.0,75015,Appartement,56.0,3.0,,15,8929.0
15/07/2024,500000.0,75015,Appartement,52.0,3.0,,15,9615.0
04/07/2024,305015.0,75011,Appartement,31.0,2.0,,11,9839.0
05/07/2024,134000.0,75015,Appartement,15.0,1.0,,15,8933.0
19/07/2024,1350000.0,75011,Local industriel. commercial ou assimilé,150.0,0.0,,11,9000.0
17/07/2024,172000.0,75015,Appartement,22.0,1.0,,15,7818.0
18/07/2024,246000.0,75016,Appartement,21.0,1.0,,16,11714.0
08/07/2024,2590000.0,75016,Appartement,190.0,4.0,,16,13632.0
15/07/2024,691900.0,75015,Appartement,70.0,4.0,,15,9884.0
04/04/2024,245000.0,75013,Appartement,52.0,1.0,,13,4712.0
08/07/2024,901200.0,75012,Appartement,95.0,4.0,,12,9486.0
11/07/2024,705000.0,75012,Appartement,80.0,4.0,,12,8812.0
12/06/2024,431400.0,75005,Appartement,42.0,2.0,,5,10271.0
10/07/2024,212000.0,75011,Local industriel. commercial ou assimilé,24.0,0.0,,11,8833.0
18/07/2024,455000.0,75015,Appartement,47.0,2.0,,15,9681.0
26/06/2024,680000.0,75015,Local industriel. commercial ou assimilé,82.0,0.0,,15,8293.0
12/07/2024,355000.0,75012,Appartement,36.0,2.0,,12,9861.0
28/06/2024,155000.0,75015,Appartement,25.0,1.0,,15,6200.0
19/07/2024,575000.0,75014,Appartement,50.0,3.0,,14,11500.0
28/06/2024,757480.0,75011,Appartement,78.0,4.0,,11,9711.0
26/06/2024,290000.0,75013,Appartement,30.0,1.0,,13,9667.0
05/07/2024,550000.0,75015,Appartement,50.0,2.0,,15,11000.0
10/07/2024,240000.0,75005,Appartement,18.0,2.0,,5,13333.0
01/07/2024,305000.0,75012,Local industriel. commercial ou assimilé,33.0,0.0,,12,9242.0
27/06/2024,1300000.0,75016,Appartement,103.0,3.0,,16,12621.0
12/07/2024,325000.0,75015,Appartement,35.0,2.0,,15,9286.0
23/07/2024,519000.0,75015,Appartement,75.0,3.0,,15,6920.0
28/06/2024,1500000.0,75015,Local industriel. commercial ou assimilé,50.0,0.0,,15,30000.0
28/06/2024,3051000.0,75015,Local industriel. commercial ou assimilé,70.0,0.0,,15,43586.0
28/06/2024,1063000.0,75015,Appartement,41.0,2.0,,15,25927.0
28/06/2024,1063000.0,75015,Appartement,30.0,2.0,,15,35433.0
28/06/2024,660000.0,75015,Appartement,42.0,2.0,,15,15714.0
28/06/2024,2000000.0,75015,Local industriel. commercial ou assimilé,330.0,0.0,,15,6061.0
12/07/2024,631950.0,75015,Appartement,60.0,3.0,,15,10532.0
16/07/2024,1630000.0,75016,Appartement,152.0,6.0,,16,10724.0
28/06/2024,990000.0,75015,Appartement,33.0,2.0,,15,30000.0
10/07/2024,400000.0,75006,Appartement,30.0,2.0,,6,13333.0
28/06/2024,1086000.0,75015,Appartement,40.0,2.0,,15,27150.0
28/06/2024,1086000.0,75015,Appartement,35.0,2.0,,15,31029.0
05/07/2024,300000.0,75015,Appartement,43.0,2.0,,15,6977.0
02/07/2024,269830.0,75007,Local industriel. commercial ou assimilé,30.0,0.0,,7,8994.0
27/06/2024,175000.0,75012,Appartement,20.0,2.0,,12,8750.0
19/07/2024,335500.0,75011,Appartement,36.0,2.0,,11,9319.0
18/07/2024,1176220.0,75005,Appartement,73.0,3.0,,5,16113.0
19/07/2024,90000.0,75005,Appartement,13.0,1.0,,5,6923.0
28/06/2024,2114000.0,75016,Appartement,175.0,6.0,,16,12080.0
12/07/2024,300000.0,75013,Appartement,27.0,2.0,,13,11111.0
12/07/2024,300000.0,75013,Appartement,25.0,2.0,,13,12000.0
11/07/2024,372200.0,75011,Appartement,40.0,3.0,,11,9305.0
05/07/2024,200000.0,75005,Appartement,13.0,1.0,,5,15385.0
12/07/2024,295000.0,75012,Appartement,31.0,2.0,,12,9516.0
18/07/2024,610000.0,75014,Appartement,66.0,3.0,,14,9242.0
22/07/2024,400000.0,75005,Appartement,66.0,3.0,,5,6061.0
05/07/2024,605000.0,75015,Appartement,68.0,4.0,,15,8897.0
17/07/2024,416700.0,75014,Appartement,49.0,2.0,,14,8504.0
10/07/2024,730000.0,75012,Local industriel. commercial ou assimilé,108.0,0.0,,12,6759.0
23/07/2024,236000.0,75013,Appartement,25.0,1.0,,13,9440.0
10/07/2024,302940.0,75014,Appartement,38.0,2.0,,14,7972.0
22/07/2024,3300000.0,75006,Local industriel. commercial ou assimilé,180.0,0.0,,6,18333.0
22/07/2024,70000.0,75013,Local industriel. commercial ou assimilé,29.0,0.0,,13,2414.0
09/07/2024,535000.0,75011,Local industriel. commercial ou assimilé,90.0,0.0,,11,5944.0
10/07/2024,291500.0,75015,Appartement,31.0,2.0,,15,9403.0
23/07/2024,555000.0,75015,Appartement,70.0,4.0,,15,7929.0
10/07/2024,300000.0,75014,Appartement,24.0,1.0,,14,12500.0
27/06/2024,670000.0,75013,Appartement,60.0,4.0,,13,11167.0
10/07/2024,512300.0,75015,Appartement,114.0,5.0,,15,4494.0
17/07/2024,222500.0,75015,Appartement,24.0,1.0,,15,9271.0
05/07/2024,257600.0,75015,Appartement,30.0,1.0,,15,8587.0
12/07/2024,360000.0,75013,Appartement,55.0,2.0,,13,6545.0
15/07/2024,232000.0,75014,Appartement,28.0,2.0,,14,8286.0
03/07/2024,465000.0,75016,Appartement,55.0,1.0,,16,8455.0
01/07/2024,410000.0,75011,Appartement,35.0,2.0,,11,11714.0
09/07/2024,2009804.0,75015,Maison,148.0,6.0,178.0,15,13580.0
19/07/2024,565000.0,75015,Appartement,64.0,3.0,,15,8828.0
22/07/2024,508000.0,75014,Appartement,47.0,3.0,,14,10809.0
02/07/2024,194000.0,75015,Appartement,18.0,1.0,,15,10778.0
23/07/2024,524000.0,75011,Appartement,50.0,4.0,,11,10480.0
09/07/2024,555000.0,75015,Appartement,57.0,3.0,,15,9737.0
11/07/2024,10700000.0,75015,Local industriel. commercial ou assimilé,1557.0,0.0,299.0,15,6872.0
19/07/2024,580000.0,75006,Appartement,45.0,2.0,,6,12889.0
03/07/2024,330000.0,75015,Appartement,32.0,1.0,,15,10312.0
05/07/2024,4400000.0,75007,Appartement,164.0,5.0,,7,26829.0
28/06/2024,720000.0,75012,Appartement,80.0,3.0,,12,9000.0
22/07/2024,580000.0,75013,Appartement,80.0,5.0,,13,7250.0
24/06/2024,510000.0,75011,Appartement,57.0,3.0,,11,8947.0
05/07/2024,80000.0,75005,Appartement,10.0,1.0,,5,8000.0
21/06/2024,620000.0,75014,Appartement,60.0,2.0,,14,10333.0
04/07/2024,478000.0,75012,Appartement,49.0,2.0,,12,9755.0
28/06/2024,256000.0,75015,Appartement,30.0,1.0,,15,8533.0
11/07/2024,1192350.0,75005,Appartement,93.0,4.0,,5,12821.0
01/07/2024,257214.0,75012,Appartement,32.0,1.0,,12,8038.0
27/06/2024,743150.0,75012,Appartement,70.0,4.0,,12,10616.0
04/07/2024,1007000.0,75007,Appartement,130.0,5.0,,7,7746.0
04/07/2024,1007000.0,75007,Local industriel. commercial ou assimilé,86.0,0.0,,7,11709.0
19/07/2024,120000.0,75013,Appartement,12.0,1.0,,13,10000.0
01/07/2024,1114000.0,75016,Appartement,25.0,2.0,,16,44560.0
01/07/2024,1114000.0,75016,Appartement,70.0,3.0,,16,15914.0
22/07/2024,515000.0,75011,Appartement,52.0,3.0,,11,9904.0
18/07/2024,229000.0,75012,Appartement,24.0,2.0,,12,9542.0
17/07/2024,485000.0,75012,Appartement,45.0,3.0,,12,10778.0
04/07/2024,125000.0,75013,Local industriel. commercial ou assimilé,15.0,0.0,,13,8333.0
10/07/2024,540000.0,75015,Appartement,50.0,3.0,,15,10800.0
19/07/2024,300000.0,75013,Appartement,35.0,2.0,,13,8571.0
17/07/2024,575000.0,75013,Appartement,32.0,2.0,,13,17969.0
17/07/2024,575000.0,75013,Appartement,60.0,3.0,,13,9583.0
18/07/2024,420000.0,75013,Appartement,73.0,3.0,,13,5753.0
03/07/2024,50000.0,75015,Local industriel. commercial ou assimilé,10.0,0.0,,15,5000.0
03/07/2024,50000.0,75015,Local industriel. commercial ou assimilé,10.0,0.0,,15,5000.0
18/07/2024,1150000.0,75015,Appartement,89.0,4.0,,15,12921.0
15/07/2024,374000.0,75014,Appartement,40.0,1.0,,14,9350.0
19/07/2024,357730.0,75011,Appartement,17.0,1.0,,11,21043.0
19/07/2024,357730.0,75011,Appartement,87.0,4.0,,11,4112.0
16/07/2024,345000.0,75005,Appartement,34.0,2.0,,5,10147.0
16/07/2024,490000.0,75005,Appartement,42.0,2.0,,5,11667.0
12/07/2024,190000.0,75015,Appartement,22.0,1.0,,15,8636.0
15/07/2024,376000.0,75013,Appartement,42.0,3.0,,13,8952.0
11/07/2024,1203225.0,75013,Appartement,139.0,6.0,,13,8656.0
12/07/2024,1277935.0,75016,Appartement,120.0,5.0,,16,10649.0
